CC,USN,sgpa
1JB,1JB16CS107,9.17
1JB,1JB16CS108,7.25
1JB,1JB16CS109,8.17
1JB,1JB16CS110,7.67
1JB,1JB16CS111,8.25
1JB,1JB16CS112,8.92
1JB,1JB16CS113,5.25
1JB,1JB16CS114,6.25
1JB,1JB16CS115,8.5
1JB,1JB16CS116,8
1JB,1JB16CS117,5.25
1JB,1JB16CS118,7.92
1JB,1JB16CS119,5.5
1JB,1JB16CS120,8
1JB,1JB16CS121,7
1JB,1JB16CS122,6.67
1JB,1JB16CS123,6.67
1JB,1JB16CS124,8.25
1JB,1JB16CS125,8.25
1JB,1JB16CS126,7.58
1JB,1JB16CS127,7.25
1JB,1JB16CS128,9
1JB,1JB16CS129,6.33
1JB,1JB16CS130,8
1JB,1JB16CS131,8.75
1JB,1JB16CS132,7.58
1JB,1JB16CS133,7.17
1JB,1JB16CS134,9.33
1JB,1JB16CS135,8.08
1JB,1JB16CS136,6.42
1JB,1JB16CS137,8.58
1JB,1JB16CS138,5.5
1JB,1JB16CS139,8.25
1JB,1JB16CS140,8.58
1JB,1JB16CS141,1.17
1JB,1JB16CS142,8.17
1JB,1JB16CS143,6.17
1JB,1JB16CS144,6.75
1JB,1JB16CS145,9.33
1JB,1JB16CS146,9
1JB,1JB16CS148,5.5
1JB,1JB16CS149,8.83
1JB,1JB16CS151,4.83
1JB,1JB16CS152,8.08
1JB,1JB16CS153,5.92
1JB,1JB16CS154,9.5
1JB,1JB16CS155,7
1JB,1JB16CS156,7.5
1JB,1JB16CS157,9
1JB,1JB16CS158,8.83
1JB,1JB16CS159,8.5
1JB,1JB16CS160,9
1JB,1JB16CS161,8.67
1JB,1JB16CS162,8.33
1JB,1JB16CS163,6.17
1JB,1JB16CS164,9
1JB,1JB16CS165,7.75
1JB,1JB16CS166,8.58
1JB,1JB16CS168,8
1JB,1JB16CS169,9.67
1JB,1JB16CS170,8.08
1JB,1JB16CS171,8.42
1JB,1JB16CS172,8.17
1JB,1JB16CS173,7.25
1JB,1JB16CS174,8.33
1JB,1JB16CS175,6.5
1JB,1JB16CS176,6.5
1JB,1JB16CS177,8.17
1JB,1JB16CS178,7.5
1JB,1JB16CS179,8.58
1JB,1JB16CS180,8.67
1JB,1JB16CS181,6
1JB,1JB16CS182,9.17
1JB,1JB16CS183,9.33
1JB,1JB16CS184,7.33
1JB,1JB16CS185,9
1JS,1JS16CS001,6.08
1JS,1JS16CS002,6.83
1JS,1JS16CS003,6.17
1JS,1JS16CS004,7.83
1JS,1JS16CS005,8.58
1JS,1JS16CS006,3.67
1JS,1JS16CS007,9
1JS,1JS16CS008,6.08
1JS,1JS16CS009,5.17
1JS,1JS16CS010,7.67
1JS,1JS16CS011,7.75
1JS,1JS16CS012,8.83
1JS,1JS16CS013,9.42
1JS,1JS16CS014,6.92
1JS,1JS16CS015,5.58
1JS,1JS16CS016,7.83
1JS,1JS16CS017,8.83
1JS,1JS16CS018,6.92
1JS,1JS16CS019,8.83
1JS,1JS16CS020,6.5
1JS,1JS16CS021,8.75
1JS,1JS16CS022,8.5
1JS,1JS16CS023,7.67
1JS,1JS16CS024,8.17
1JS,1JS16CS025,5.67
1JS,1JS16CS026,7.42
1JS,1JS16CS027,7.25
1JS,1JS16CS028,7
1JS,1JS16CS029,8.33
1JS,1JS16CS030,9
1JS,1JS16CS031,9.33
1JS,1JS16CS032,7
1JS,1JS16CS033,9.67
1JS,1JS16CS034,6.92
1JS,1JS16CS035,7
1JS,1JS16CS036,5.08
1JS,1JS16CS037,7.58
1JS,1JS16CS038,8.33
1JS,1JS16CS039,9
1JS,1JS16CS040,7.33
1JS,1JS16CS041,6.67
1JS,1JS16CS042,8.17
1JS,1JS16CS043,7.83
1JS,1JS16CS044,8.42
1JS,1JS16CS045,6.08
1JS,1JS16CS046,8.67
1JS,1JS16CS047,9.42
1JS,1JS16CS048,8.67
1JS,1JS16CS049,9
1JS,1JS16CS050,8.08
1JS,1JS16CS051,4.92
1JS,1JS16CS052,6.58
1JS,1JS16CS053,7.58
1JS,1JS16CS054,4.58
1JS,1JS16CS055,8.67
1JS,1JS16CS056,8.25
1JS,1JS16CS057,8.67
1JS,1JS16CS058,6.75
1JS,1JS16CS059,8.92
1JS,1JS16CS060,8.17
1JS,1JS16CS061,6.33
1JS,1JS16CS062,5.92
1JS,1JS16CS063,8.17
1JS,1JS16CS064,9.25
1JS,1JS16CS065,8
1JS,1JS16CS066,5.17
1JS,1JS16CS067,7.42
1JS,1JS16CS068,3.25
1JS,1JS16CS069,6.58
1JS,1JS16CS070,4.67
1JS,1JS16CS071,6.5
1JS,1JS16CS072,8.42
1JS,1JS16CS073,8
1JS,1JS16CS074,8
1JS,1JS16CS075,8.33
1JS,1JS16CS076,3.67
1JS,1JS16CS077,8.17
1JS,1JS16CS078,6.25
1JS,1JS16CS079,6.67
1JS,1JS16CS080,6
1JS,1JS16CS081,8.58
1JS,1JS16CS082,5
1JS,1JS16CS083,9
1JS,1JS16CS084,5.75
1JS,1JS16CS085,8.25
1JS,1JS16CS086,8.33
1JS,1JS16CS087,7.08
1JS,1JS16CS088,8.17
1JS,1JS16CS089,7.67
1JS,1JS16CS090,6.92
1JS,1JS16CS091,9
1JS,1JS16CS092,7.25
1JS,1JS16CS093,7.25
1JS,1JS16CS094,9
1JS,1JS16CS095,4.58
1JS,1JS16CS096,0.67
1JS,1JS16CS097,8.42
1JS,1JS16CS098,8.5
1JS,1JS16CS099,8.33
1JS,1JS16CS100,3.08
1JS,1JS16CS101,8.75
1JS,1JS16CS102,9.67
1JS,1JS16CS103,7.75
1JS,1JS16CS104,8.67
1JS,1JS16CS105,6.75
1JS,1JS16CS106,8.83
1JS,1JS16CS107,7.83
1JS,1JS16CS108,6
1JS,1JS16CS109,5
1JS,1JS16CS110,8.92
1JS,1JS16CS111,8.92
1JS,1JS16CS112,7.5
1JS,1JS16CS114,7.25
1JS,1JS16CS115,6.42
1JS,1JS16CS116,7.42
1JS,1JS16CS117,8.08
1JS,1JS16CS118,6.25
1JS,1JS16CS119,7.25
1JS,1JS16CS120,8.75
1JS,1JS16CS121,8.75
1JT,1JT16CS001,7
1JT,1JT16CS002,7.92
1JT,1JT16CS003,6.33
1JT,1JT16CS004,6.58
1JT,1JT16CS005,6.42
1JT,1JT16CS006,7.75
1JT,1JT16CS007,8
1JT,1JT16CS008,5.08
1JT,1JT16CS009,8.83
1JT,1JT16CS010,7.33
1JT,1JT16CS011,5.92
1JT,1JT16CS012,7.5
1JT,1JT16CS013,4.33
1JT,1JT16CS014,5.83
1JT,1JT16CS015,6.5
1JT,1JT16CS016,3.92
1JT,1JT16CS017,5.75
1JT,1JT16CS018,5.5
1JT,1JT16CS019,5.58
1JT,1JT16CS020,6.5
1JT,1JT16CS021,8.5
1JT,1JT16CS022,8.17
1JT,1JT16CS023,6.33
1JT,1JT16CS024,7.67
1JT,1JT16CS025,8.67
1JT,1JT16CS026,8.17
1JT,1JT16CS027,8.17
1JT,1JT16CS028,9
1JT,1JT16CS029,3.83
1JT,1JT16CS030,3.83
1JT,1JT16CS031,1.08
1JT,1JT16CS032,8.58
1JT,1JT16CS033,7.67
1JT,1JT16CS034,8.17
1JT,1JT16CS035,6.42
1JT,1JT16CS036,8.33
1JT,1JT16CS037,5
1JT,1JT16CS038,8.08
1JT,1JT16CS039,7.25
1JT,1JT16CS040,6.08
1JT,1JT16CS041,7.83
1JT,1JT16CS042,7.33
1JT,1JT16CS043,8.33
1JT,1JT16CS044,8.67
1JT,1JT16CS045,4.33
1JT,1JT16CS046,5.83
1JT,1JT16CS047,7.25
1JT,1JT16CS048,4.58
1JT,1JT16CS049,8.25
1JT,1JT16CS050,6.67
1JT,1JT16CS051,4.25
1JT,1JT16CS052,6
1JT,1JT16CS053,8.33
1JT,1JT16CS054,5.33
1JT,1JT16CS055,4.83
1JT,1JT16CS056,8.67
1JT,1JT16CS057,8.17
1JT,1JT16CS058,5.25
1JT,1JT16CS059,5.75
1JT,1JT16CS060,3.75
1JT,1JT16CS061,4.5
1JT,1JT16CS062,5.33
1JV,1JV16CS001,6.5
1JV,1JV16CS002,3.92
1JV,1JV16CS003,7.92
1JV,1JV16CS004,1.83
1JV,1JV16CS005,7.17
1JV,1JV16CS006,6.83
1JV,1JV16CS007,7.08
1JV,1JV16CS008,3.83
1JV,1JV16CS009,8.17
1JV,1JV16CS010,5.25
1JV,1JV16CS012,8
1JV,1JV16CS013,5.58
1JV,1JV16CS014,6.33
1JV,1JV16CS015,1.83
1JV,1JV16CS016,7.25
1JV,1JV16CS017,7.33
1JV,1JV16CS018,5.58
1JV,1JV16CS019,5.83
1JV,1JV16CS020,3.58
1JV,1JV16CS022,3.92
1JV,1JV16CS023,6.58
1JV,1JV16CS024,2.17
1JV,1JV16CS025,4.75
1JV,1JV16CS026,7.17
1JV,1JV16CS027,1.5
1JV,1JV16CS028,2.67
1JV,1JV16CS029,5.83
1JV,1JV16CS031,4.33
1JV,1JV16CS032,2.33
1JV,1JV16CS033,7.75
1JV,1JV16CS035,3.58
1JV,1JV16CS036,7.08
1JV,1JV16CS037,5.42
1JV,1JV16CS038,5.08
1JV,1JV16CS039,6.25
1JV,1JV16CS040,8.5
1JV,1JV16CS041,5.33
1JV,1JV16CS042,7.83
1KI,1KI16CS001,7.25
1KI,1KI16CS002,7.33
1KI,1KI16CS004,6.5
1KI,1KI16CS005,5.33
1KI,1KI16CS006,5.33
1KI,1KI16CS007,3.75
1KI,1KI16CS008,6.58
1KI,1KI16CS009,7.08
1KI,1KI16CS010,5.08
1KI,1KI16CS011,3.25
1KI,1KI16CS012,7.08
1KI,1KI16CS013,6.75
1KI,1KI16CS014,7.08
1KI,1KI16CS015,6.33
1KI,1KI16CS016,5.75
1KI,1KI16CS017,6.25
1KI,1KI16CS018,3.5
1KI,1KI16CS019,8.25
1KI,1KI16CS020,4.17
1KI,1KI16CS021,2.67
1KI,1KI16CS022,3.17
1KI,1KI16CS023,6.83
1KI,1KI16CS024,7.83
1KI,1KI16CS025,5.67
1KI,1KI16CS026,7.75
1KI,1KI16CS027,5
1KI,1KI16CS028,6.17
1KI,1KI16CS029,3
1KI,1KI16CS030,5.75
1KI,1KI16CS031,6.5
1KI,1KI16CS032,7.08
1KI,1KI16CS033,5.17
1KI,1KI16CS034,6.58
1KI,1KI16CS035,2.67
1KI,1KI16CS036,7.17
1KI,1KI16CS037,6.83
1KI,1KI16CS038,8.58
1KI,1KI16CS039,7.17
1KI,1KI16CS040,6.75
1KI,1KI16CS041,5.5
1KI,1KI16CS042,8.25
1KI,1KI16CS043,4.42
1KI,1KI16CS044,8.42
1KI,1KI16CS045,4.17
1KI,1KI16CS046,6.75
1KI,1KI16CS047,7.75
1KI,1KI16CS048,6.08
1KI,1KI16CS049,5.08
1KI,1KI16CS050,4.5
1KI,1KI16CS051,5.75
1KI,1KI16CS052,7.25
1KI,1KI16CS053,2.33
1KI,1KI16CS054,5.67
1KI,1KI16CS055,5.58
1KI,1KI16CS056,5.75
1KI,1KI16CS057,6.42
1KI,1KI16CS058,5.75
1KI,1KI16CS059,5.92
1KI,1KI16CS060,6.5
1KI,1KI16CS061,6.67
1KI,1KI16CS062,5.17
1KI,1KI16CS063,4.83
1KI,1KI16CS064,5.17
1KI,1KI16CS065,7.17
1KI,1KI16CS067,7.42
1KI,1KI16CS068,5.83
1KI,1KI16CS069,7.5
1KI,1KI16CS070,6.25
1KI,1KI16CS071,6.83
1KI,1KI16CS072,7.92
1KI,1KI16CS073,8.67
1KI,1KI16CS074,6.17
1KI,1KI16CS075,7.42
1KI,1KI16CS076,3.92
1KI,1KI16CS077,4.67
1KI,1KI16CS078,4.5
1KI,1KI16CS079,8.42
1KI,1KI16CS080,5.92
1KI,1KI16CS081,3.5
1KI,1KI16CS082,4
1KI,1KI16CS083,5.67
1KI,1KI16CS084,7.75
1KI,1KI16CS085,7.67
1KI,1KI16CS086,3.17
1KI,1KI16CS087,2.17
1KI,1KI16CS088,7.25
1KI,1KI16CS089,6.25
1KI,1KI16CS090,5.42
1KI,1KI16CS091,6.75
1KI,1KI16CS092,5.67
1KI,1KI16CS093,6.67
1KI,1KI16CS094,1.33
1KI,1KI16CS095,7.75
1KI,1KI16CS096,6.17
1KI,1KI16CS097,3.5
1KI,1KI16CS098,3.83
1KI,1KI16CS099,6.25
1KI,1KI16CS100,8.17
1KI,1KI16CS101,2.83
1KI,1KI16CS102,5
1KI,1KI16CS103,6.92
1KI,1KI16CS104,5.92
1KI,1KI16CS106,2.17
1KI,1KI16CS107,6.42
1KN,1KN16CS001,7.42
1KN,1KN16CS002,6.83
1KN,1KN16CS003,7.17
1KN,1KN16CS005,5.75
1KN,1KN16CS006,2.5
1KN,1KN16CS007,5.08
1KN,1KN16CS008,4.17
1KN,1KN16CS010,9
1KN,1KN16CS011,7.42
1KN,1KN16CS012,7.67
1KN,1KN16CS013,2.75
1KN,1KN16CS014,2.33
1KN,1KN16CS015,6
1KN,1KN16CS016,5.25
1KN,1KN16CS017,8
1KN,1KN16CS018,6.25
1KN,1KN16CS019,6.08
1KN,1KN16CS020,6.42
1KN,1KN16CS021,5.42
1KN,1KN16CS022,7.83
1KN,1KN16CS023,7.83
1KN,1KN16CS024,3.5
1KN,1KN16CS025,7.75
1KN,1KN16CS026,7.92
1KN,1KN16CS027,6.42
1KN,1KN16CS028,7
1KN,1KN16CS029,4.33
1KN,1KN16CS030,9
1KN,1KN16CS031,7.67
1KN,1KN16CS032,5.92
1KN,1KN16CS033,4.25
1KN,1KN16CS034,5.42
1KN,1KN16CS035,4.58
1KN,1KN16CS036,2.58
1KN,1KN16CS037,3.33
1KN,1KN16CS038,8.08
1KN,1KN16CS039,6.42
1KN,1KN16CS041,6.75
1KN,1KN16CS043,3.67
1KN,1KN16CS044,6.17
1KN,1KN16CS045,7.58
1KN,1KN16CS046,7
1KN,1KN16CS047,6.58
1KN,1KN16CS048,8.08
1KN,1KN16CS049,4.75
1KN,1KN16CS050,1.58
1KN,1KN16CS051,7.5
1KN,1KN16CS052,3.83
1KN,1KN16CS053,6.83
1KN,1KN16CS054,7.58
1KN,1KN16CS055,7
1KN,1KN16CS056,6.67
1KN,1KN16CS057,7.33
1KN,1KN16CS058,7.83
1KN,1KN16CS059,8.17
1KN,1KN16CS060,4.83
1KN,1KN16CS061,6.42
1KN,1KN16CS062,4.5
1KN,1KN16CS063,8.08
1KN,1KN16CS064,6.33
1KN,1KN16CS065,5.25
1KN,1KN16CS066,6.33
1KN,1KN16CS067,5.42
1KN,1KN16CS068,5.5
1KN,1KN16CS069,2.5
1KN,1KN16CS070,6.33
1KN,1KN16CS071,5.75
1KN,1KN16CS072,4.42
1KN,1KN16CS074,4.17
1KN,1KN16CS075,7
1KN,1KN16CS076,8.33
1KN,1KN16CS077,3.75
1KN,1KN16CS078,8.33
1KN,1KN16CS079,5
1KS,1KS16CS001,7.42
1KS,1KS16CS002,7.33
1KS,1KS16CS003,6.42
1KS,1KS16CS004,9
1KS,1KS16CS005,8
1KS,1KS16CS006,5
1KS,1KS16CS007,7.5
1KS,1KS16CS008,8.17
1KS,1KS16CS009,6.25
1KS,1KS16CS010,7.83
1KS,1KS16CS011,7.83
1KS,1KS16CS012,7.33
1KS,1KS16CS013,8.33
1KS,1KS16CS014,6.92
1KS,1KS16CS015,7.5
1KS,1KS16CS016,3.33
1KS,1KS16CS017,8.17
1KS,1KS16CS018,5.25
1KS,1KS16CS019,6.92
1KS,1KS16CS020,7.67
1KS,1KS16CS021,8
1KS,1KS16CS022,7.83
1KS,1KS16CS023,8.25
1KS,1KS16CS024,8.25
1KS,1KS16CS025,9.33
1KS,1KS16CS026,5.58
1KS,1KS16CS027,6.5
1KS,1KS16CS028,3.42
1KS,1KS16CS029,7.83
1KS,1KS16CS030,6.75
1KS,1KS16CS031,9.17
1KS,1KS16CS032,8.17
1KS,1KS16CS033,8.5
1KS,1KS16CS034,6.75
1KS,1KS16CS035,5.83
1KS,1KS16CS036,8.67
1KS,1KS16CS037,8.83
1KS,1KS16CS038,7.92
1KS,1KS16CS039,7.17
1KS,1KS16CS040,7.83
1KS,1KS16CS041,8.33
1KS,1KS16CS042,2.92
1KS,1KS16CS043,3.83
1KS,1KS16CS044,7.5
1KS,1KS16CS045,4.58
1KS,1KS16CS046,8.5
1KS,1KS16CS047,7.5
1KS,1KS16CS048,7.17
1KS,1KS16CS049,9.33
1KS,1KS16CS050,2.5
1KS,1KS16CS051,6.08
1KS,1KS16CS052,6.83
1KS,1KS16CS053,9
1KS,1KS16CS054,8.17
1KS,1KS16CS055,8.5
1KS,1KS16CS056,6.92
1KS,1KS16CS057,4.08
1KS,1KS16CS058,4
1KS,1KS16CS060,7.58
1KS,1KS16CS061,9
1KS,1KS16CS062,7.42
1KS,1KS16CS063,7.92
1KS,1KS16CS064,7.58
1KS,1KS16CS065,5.58
1KS,1KS16CS066,8.33
1KS,1KS16CS067,7.08
1KS,1KS16CS068,3.17
1KS,1KS16CS069,3.83
1KS,1KS16CS070,6.17
1KS,1KS16CS071,7.58
1KS,1KS16CS072,7.42
1KS,1KS16CS073,8.75
1KS,1KS16CS074,6.83
1KS,1KS16CS075,1.08
1KS,1KS16CS076,7.83
1KS,1KS16CS077,7.42
1KS,1KS16CS078,5.75
1KS,1KS16CS079,8.17
1KS,1KS16CS080,1.92
1KS,1KS16CS081,7.5
1KS,1KS16CS082,8.08
1KS,1KS16CS083,9.58
1KS,1KS16CS084,8.83
1KS,1KS16CS085,4.75
1KS,1KS16CS086,8.67
1KS,1KS16CS087,8.42
1KS,1KS16CS088,9
1KS,1KS16CS089,7.5
1KS,1KS16CS090,4.92
1KS,1KS16CS091,8.17
1KS,1KS16CS092,8.33
1KS,1KS16CS093,7.5
1KS,1KS16CS094,6.83
1KS,1KS16CS095,9.17
1KS,1KS16CS096,7
1KS,1KS16CS097,1.33
1KS,1KS16CS098,8.17
1KS,1KS16CS099,4.42
1KS,1KS16CS100,9.33
1KS,1KS16CS101,8.33
1KS,1KS16CS102,5.33
1KS,1KS16CS103,7.83
1KS,1KS16CS104,7.17
1KS,1KS16CS105,9.33
1KS,1KS16CS106,3.58
1KS,1KS16CS107,8.17
1KS,1KS16CS108,6.42
1KS,1KS16CS109,8.58
1KS,1KS16CS110,5
1KS,1KS16CS111,5
1KS,1KS16CS112,7.17
1KS,1KS16CS113,7.42
1KS,1KS16CS114,8.17
1KS,1KS16CS115,7.25
1KS,1KS16CS116,8.17
1KS,1KS16CS117,9.17
1KS,1KS16CS118,7.5
1KS,1KS16CS119,9.5
1KT,1KT16CS002,5.5
1KT,1KT16CS003,5
1KT,1KT16CS004,7.58
1KT,1KT16CS005,1.83
1KT,1KT16CS006,6.5
1KT,1KT16CS007,5.17
1KT,1KT16CS010,1
1KT,1KT16CS011,6.5
1KT,1KT16CS012,1.67
1KT,1KT16CS013,6.75
1KT,1KT16CS014,6
1KT,1KT16CS015,5.17
1KT,1KT16CS016,7
1KT,1KT16CS017,0.67
1KT,1KT16CS018,5.08
1KT,1KT16CS019,4.17
1KT,1KT16CS020,7.5
1KT,1KT16CS021,6.67
1KT,1KT16CS022,8.08
1KT,1KT16CS023,6.33
1KT,1KT16CS024,1.58
1KT,1KT16CS025,0.67
1KT,1KT16CS026,6.25
1KT,1KT16CS027,6.75
1KT,1KT16CS028,7.25
1KT,1KT16CS029,7.33
1KT,1KT16CS030,5.75
1KT,1KT16CS031,4.75
1KT,1KT16CS032,3.42
1KT,1KT16CS033,3
1KT,1KT16CS034,8.5
1KT,1KT16CS035,7.08
1KT,1KT16CS036,8.33
1KT,1KT16CS037,3.08
1KT,1KT16CS039,3
1KT,1KT16CS040,9
1KT,1KT16CS041,5.92
1KT,1KT16CS043,6.5
1KT,1KT16CS044,5.75
1KT,1KT16CS045,1.92
1KT,1KT16CS046,7.25
1KT,1KT16CS047,9
1KT,1KT16CS048,3.42
1KT,1KT16CS049,6
1KT,1KT16CS050,8.25
1KT,1KT16CS051,8.5
1KT,1KT16CS052,5.33
1KT,1KT16CS054,4.58
1KT,1KT16CS055,6.5
1KT,1KT16CS056,7
1KT,1KT16CS057,4
1KT,1KT16CS058,4.83
1KT,1KT16CS059,0.5
1KT,1KT16CS060,6.92
1KT,1KT16CS061,6.58
1KT,1KT16CS062,4.17
1KT,1KT16CS064,7.75
1KT,1KT16CS065,2
1KT,1KT16CS066,5.25
1KT,1KT16CS067,7.67
1KT,1KT16CS069,7.42
1KT,1KT16CS070,3.83
1KT,1KT16CS071,2.67
1KT,1KT16CS072,5.92
1KT,1KT16CS074,7.83
1KT,1KT16CS075,5.5
1KT,1KT16CS076,1.33
1KT,1KT16CS077,7.75
1KT,1KT16CS078,7.92
1KT,1KT16CS079,4.83
1KT,1KT16CS080,5.83
1KT,1KT16CS082,7.83
1KT,1KT16CS083,7.25
1KT,1KT16CS084,4.33
1KT,1KT16CS085,7.17
1KT,1KT16CS086,4
1KT,1KT16CS087,7.08
1KT,1KT16CS088,7.08
1KT,1KT16CS089,3.08
1KT,1KT16CS090,3.92
1KT,1KT16CS091,6
1KT,1KT16CS093,6.75
1KT,1KT16CS095,7.25
1KT,1KT16CS096,7.58
1KT,1KT16CS097,7.08
1KT,1KT16CS099,5.25
1KT,1KT16CS100,6
1KT,1KT16CS101,2.5
1KT,1KT16CS103,5.42
1KT,1KT16CS104,1
1KT,1KT16CS105,7
1KT,1KT16CS106,6.83
1KT,1KT16CS107,5.08
1KT,1KT16CS108,6.25
1KT,1KT16CS109,3.25
1KT,1KT16CS110,7.75
1KT,1KT16CS111,1.25
1KT,1KT16CS112,7.58
1KT,1KT16CS113,7.5
1KT,1KT16CS114,2.75
1ME,1ME16CS001,1.33
1ME,1ME16CS002,6.5
1ME,1ME16CS003,4.58
1ME,1ME16CS004,2.58
1ME,1ME16CS005,4.92
1ME,1ME16CS007,7.25
1ME,1ME16CS008,5.67
1ME,1ME16CS009,1.83
1ME,1ME16CS010,1.25
1ME,1ME16CS011,0.67
1ME,1ME16CS012,5.25
1ME,1ME16CS013,1.75
1ME,1ME16CS014,5.75
1ME,1ME16CS015,1.83
1ME,1ME16CS017,1.25
1ME,1ME16CS018,8.58
1ME,1ME16CS019,3.83
1ME,1ME16CS020,3.33
1ME,1ME16CS021,6.67
1ME,1ME16CS022,5.67
1ME,1ME16CS023,6.25
1ME,1ME16CS024,4.5
1ME,1ME16CS025,4.75
1ME,1ME16CS026,6.42
1ME,1ME16CS027,3.75
1ME,1ME16CS030,6.83
1ME,1ME16CS031,6.67
1ME,1ME16CS032,6.08
1ME,1ME16CS033,2.75
1ME,1ME16CS034,1.5
1ME,1ME16CS035,6.92
1ME,1ME16CS036,6.75
1ME,1ME16CS037,4.92
1ME,1ME16CS038,2.92
1ME,1ME16CS039,7.25
1ME,1ME16CS040,8.83
1ME,1ME16CS041,1.75
1ME,1ME16CS042,6
1ME,1ME16CS043,5.5
1ME,1ME16CS044,4.08
1ME,1ME16CS045,1
1ME,1ME16CS046,6.08
1ME,1ME16CS047,5.58
1ME,1ME16CS048,6.75
1ME,1ME16CS049,3
1ME,1ME16CS050,6.83
1ME,1ME16CS051,3.67
1ME,1ME16CS052,6.08
1ME,1ME16CS053,2.75
1ME,1ME16CS054,6.75
1ME,1ME16CS055,2.33
1ME,1ME16CS056,7.08
1ME,1ME16CS057,0.42
1ME,1ME16CS058,8.17
1ME,1ME16CS059,1.67
1ME,1ME16CS060,5.67
1ME,1ME16CS061,6.08
1ME,1ME16CS063,6.42
1ME,1ME16CS064,6.92
1ME,1ME16CS065,4.08
1ME,1ME16CS066,1.75
1ME,1ME16CS067,4.92
1ME,1ME16CS068,5.5
1ME,1ME16CS069,5.17
1ME,1ME16CS070,5.67
1ME,1ME16CS071,4.33
1ME,1ME16CS072,0.83
1ME,1ME16CS073,6.42
1ME,1ME16CS074,4.25
1ME,1ME16CS075,5.08
1ME,1ME16CS076,3.58
1ME,1ME16CS077,3.75
1ME,1ME16CS078,6.67
1ME,1ME16CS079,3.75
1ME,1ME16CS080,1.67
1ME,1ME16CS081,3.75
1ME,1ME16CS082,7.5
1ME,1ME16CS083,5.5
1ME,1ME16CS084,4.5
1ME,1ME16CS085,2.67
1ME,1ME16CS086,2.75
1ME,1ME16CS087,1.83
1ME,1ME16CS088,6.75
1ME,1ME16CS089,5.92
1ME,1ME16CS090,7.42
1ME,1ME16CS091,5
1ME,1ME16CS092,3.83
1ME,1ME16CS093,0.92
1ME,1ME16CS094,4.33
1ME,1ME16CS095,1.08
1ME,1ME16CS096,7.75
1ME,1ME16CS098,4.67
1ME,1ME16CS099,4.67
1ME,1ME16CS100,4
1ME,1ME16CS101,6.42
1ME,1ME16CS103,3.83
1ME,1ME16CS104,3.08
1MJ,1MJ16CS001,2.83
1MJ,1MJ16CS002,5.92
1MJ,1MJ16CS003,5.17
1MJ,1MJ16CS004,5.92
1MJ,1MJ16CS005,3.58
1MJ,1MJ16CS006,7.75
1MJ,1MJ16CS007,7.92
1MJ,1MJ16CS008,3.17
1MJ,1MJ16CS009,5.67
1MJ,1MJ16CS010,6.25
1MJ,1MJ16CS011,4.92
1MJ,1MJ16CS012,1.17
1MJ,1MJ16CS013,2.92
1MJ,1MJ16CS014,9.17
1MJ,1MJ16CS015,6.83
1MJ,1MJ16CS016,6.42
1MJ,1MJ16CS017,1.83
1MJ,1MJ16CS018,6.92
1MJ,1MJ16CS019,7.08
1MJ,1MJ16CS020,6.92
1MJ,1MJ16CS021,2.5
1MJ,1MJ16CS022,6.67
1MJ,1MJ16CS023,9.08
1MJ,1MJ16CS024,7.75
1MJ,1MJ16CS025,4.17
1MJ,1MJ16CS026,9.42
1MJ,1MJ16CS027,7.42
1MJ,1MJ16CS028,5
1MJ,1MJ16CS029,1.25
1MJ,1MJ16CS030,8.83
1MJ,1MJ16CS031,3.83
1MJ,1MJ16CS032,7.33
1MJ,1MJ16CS033,3.83
1MJ,1MJ16CS034,7.83
1MJ,1MJ16CS035,6.58
1MJ,1MJ16CS036,6.83
1MJ,1MJ16CS037,8.08
1MJ,1MJ16CS038,1.33
1MJ,1MJ16CS039,6.33
1MJ,1MJ16CS040,3
1MJ,1MJ16CS041,7.75
1MJ,1MJ16CS042,8.67
1MJ,1MJ16CS043,7.92
1MJ,1MJ16CS044,8.75
1MJ,1MJ16CS045,4.42
1MJ,1MJ16CS046,7.92
1MJ,1MJ16CS047,7.5
1MJ,1MJ16CS048,3.5
1MJ,1MJ16CS049,6.67
1MJ,1MJ16CS050,6.67
1MJ,1MJ16CS051,7.58
1MJ,1MJ16CS052,7.42
1MJ,1MJ16CS054,6.5
1MJ,1MJ16CS055,5.58
1MJ,1MJ16CS056,7.67
1MJ,1MJ16CS057,6.92
1MJ,1MJ16CS058,6.58
1MJ,1MJ16CS059,8.42
1MJ,1MJ16CS060,5
1MJ,1MJ16CS061,8
1MJ,1MJ16CS062,7.5
1MJ,1MJ16CS063,5.42
1MJ,1MJ16CS064,5.33
1MJ,1MJ16CS065,7
1MJ,1MJ16CS066,2.25
1MJ,1MJ16CS067,3.33
1MJ,1MJ16CS068,9.33
1MJ,1MJ16CS069,6.17
1MJ,1MJ16CS070,3.83
1MJ,1MJ16CS071,8.5
1MJ,1MJ16CS072,4.67
1MJ,1MJ16CS073,7.42
1MJ,1MJ16CS074,7.83
1MJ,1MJ16CS075,3.67
1MJ,1MJ16CS076,7.25
1MJ,1MJ16CS077,5.5
1MJ,1MJ16CS078,8.67
1MJ,1MJ16CS079,7.75
1MJ,1MJ16CS080,8.25
1MJ,1MJ16CS081,6.92
1MJ,1MJ16CS082,7.42
1MJ,1MJ16CS083,4.5
1MJ,1MJ16CS084,8.33
1MJ,1MJ16CS085,2.08
1MJ,1MJ16CS086,7.58
